State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total eve minutes,Total eve calls,Total night minutes,Total night calls,Total intl minutes,Total intl calls,Customer service calls,Churn
NH,114.0,415,No,No,0,169.6,85.0,63.54999999999997,86.0,179.3,124,7.4,8.0,1.0,False
AL,109.0,408,No,No,0,218.9,105.0,299.9,87.0,158.6,110,11.3,4.0,2.0,False
OK,92.0,510,No,No,0,176.3,85.0,93.4,125.0,207.2,107,9.6,1.0,2.0,False
ME,82.0,510,No,Yes,29,207.2,111.0,254.1,137.0,169.3,92,9.5,5.0,2.0,False
WV,90.0,415,No,No,0,205.7,138.0,161.9,83.0,269.7,104,12.5,6.0,2.0,False
HI,87.0,408,No,Yes,28,151.4,95.0,152.4,97.0,250.1,109,3.1000000000000005,0.0,1.0,False
MN,124.0,510,No,No,0,157.5,70.0,130.7,79.0,193.4,98,9.6,4.0,3.0,False
AZ,84.0,415,No,No,0,159.0,80.0,167.9,128.0,167.6,101,12.3,5.0,1.0,False
OH,75.0,510,No,Yes,46,214.1,62.0,200.9,111.0,246.8,126,9.2,6.0,0.0,False
MI,102.0,510,No,No,0,102.6,89.0,246.0,77.0,170.5,140,9.1,4.0,2.0,False
MA,62.0,415,Yes,No,0,159.7,86.0,197.5,76.0,121.6,105,13.9,6.0,0.0,True
WV,143.0,510,No,No,0,202.8,109.0,165.8,104.0,143.9,71,4.6,4.0,1.0,False
MI,53.0,415,No,No,0,57.5,95.0,265.5,131.0,244.3,128,11.6,6.0,3.0,False
MO,112.0,415,No,No,0,325.45000000000005,77.0,212.5,109.0,265.0,132,12.7,8.0,2.0,True
RI,129.0,415,No,No,0,139.5,119.0,289.3,105.0,129.4,97,13.1,8.0,0.0,False
WY,28.0,415,No,No,0,187.8,94.0,248.6,86.0,208.8,124,10.6,5.0,0.0,False
KY,90.0,415,No,No,0,193.7,83.0,154.2,79.0,299.0,60,12.7,3.0,1.0,False
OR,151.0,510,No,No,0,156.4,108.0,233.4,118.0,195.7,141,7.7,6.0,3.5,False
DC,41.0,408,No,Yes,37,239.8,110.0,221.9,115.0,189.1,100,7.3,1.0,2.0,False
UT,48.0,510,No,Yes,43,172.0,111.0,200.2,64.0,233.1,96,8.0,5.0,1.0,False
VA,153.0,510,No,No,0,195.4,107.0,154.6,96.0,142.8,97,11.6,6.0,1.0,False
KS,110.0,415,Yes,No,0,293.3,79.0,188.5,90.0,266.9,91,14.5,4.0,0.0,True
KS,163.0,415,No,No,0,191.3,89.0,193.9,87.0,268.4,121,12.8,4.0,1.0,False
DC,126.0,510,No,No,0,122.4,88.0,143.8,111.0,157.0,106,11.5,3.0,1.0,False
DC,126.0,415,No,No,0,161.4,110.0,220.6,125.0,249.2,78,5.1,2.0,0.0,False
TX,97.0,510,No,No,0,144.2,91.0,226.7,137.0,144.6,72,13.8,4.0,3.0,False
NJ,95.0,408,Yes,Yes,37,220.2,109.0,185.3,99.0,205.1,82,4.1,2.0,0.0,True
DE,87.0,510,No,No,0,256.2,105.0,160.7,102.0,249.4,80,7.4,2.0,3.5,False
VT,97.0,415,No,No,0,112.7,119.0,217.7,109.0,152.1,76,6.5,5.0,1.0,False
GA,76.0,415,No,No,0,299.5,125.0,226.7,92.0,210.7,134,13.7,4.0,0.0,True
TX,140.0,408,No,No,0,194.8,107.0,170.9,99.0,225.1,93,13.9,4.0,0.0,False
MT,169.0,415,No,No,0,100.8,112.0,230.0,69.0,193.6,95,9.5,2.0,0.0,False
ND,68.0,408,No,Yes,22,82.5,97.0,289.9,94.0,180.0,114,4.8,4.0,3.0,False
NJ,122.0,415,No,Yes,34,146.4,104.0,89.7,103.0,220.0,91,15.6,4.0,2.0,False
MO,36.0,408,No,No,0,177.9,129.0,224.6,87.0,306.3,102,10.8,6.0,2.0,False
CO,120.0,510,No,Yes,27,153.5,84.0,194.0,73.0,256.5,94,10.2,7.0,3.5,False
NC,64.0,408,No,Yes,19,180.1,106.0,127.5,92.0,237.4,118,7.5,3.0,0.0,False
MT,13.0,415,No,Yes,31,265.3,94.0,147.6,95.0,259.3,117,12.9,1.0,1.0,False
DE,106.0,415,No,No,0,128.6,83.0,134.0,114.0,210.6,113,11.4,2.0,0.0,False
VA,74.0,408,No,No,0,165.3,120.0,198.5,106.0,208.5,102,9.8,3.0,1.0,False
IL,83.0,415,No,No,0,195.0,92.0,210.5,83.0,180.6,92,11.0,10.5,0.0,False
OK,49.0,415,No,No,0,213.8,79.0,265.1,93.0,239.8,128,15.6,7.0,0.0,False
CO,111.0,510,No,Yes,24,205.5,114.0,219.3,99.0,215.9,95,14.0,4.0,1.0,False
MT,50.0,415,No,Yes,22,252.9,112.0,177.9,99.0,158.4,146,8.5,4.0,3.0,False
ME,88.0,415,No,No,0,192.0,91.0,127.6,127.0,155.6,125,7.5,5.0,1.0,False
WI,131.0,415,No,Yes,39,69.1,122.0,101.3,136.0,104.8,94,9.1,4.0,0.0,False
MO,79.0,408,No,No,0,261.7,97.0,210.6,48.0,256.7,83,6.0,3.0,3.0,True
NY,140.0,415,No,No,0,235.5,81.0,257.2,130.0,103.1,111,11.5,4.0,2.0,False
CT,105.0,408,No,No,0,213.4,100.0,204.9,52.0,179.7,93,9.5,6.0,1.0,False
WY,87.0,415,No,Yes,22,263.8,65.0,103.4,115.0,208.1,109,8.5,3.0,3.0,False
CA,96.0,510,No,Yes,31,183.4,126.0,195.5,106.0,180.1,93,10.5,5.0,1.0,False
AK,130.0,415,No,No,0,242.5,101.0,102.8,114.0,142.4,89,9.3,2.0,2.0,False
VA,34.0,415,No,No,0,151.0,102.0,131.4,101.0,186.6,86,9.9,7.0,0.0,False
CO,139.0,415,No,No,0,138.1,103.0,164.5,100.0,134.9,63,8.3,2.0,1.0,False
NE,63.0,415,No,No,0,211.2,80.0,237.7,93.0,259.2,58,12.3,2.0,0.0,False
VT,152.0,415,No,No,0,197.1,126.0,130.1,76.0,78.1,100,7.4,4.0,3.0,False
ND,147.0,408,No,No,0,205.3,95.0,166.7,128.0,240.6,84,7.8,4.0,1.0,False
GA,112.0,415,No,Yes,22,181.8,110.0,228.1,123.0,262.7,141,9.2,4.0,2.0,False
OR,120.0,415,No,No,0,252.0,120.0,150.2,106.0,151.8,96,9.6,1.0,2.0,False
WY,171.0,415,No,No,0,231.2,135.0,188.7,74.0,206.9,124,12.3,1.0,1.0,False
GA,101.0,415,No,Yes,33,200.1,108.0,188.9,122.0,205.1,90,15.5,4.0,0.0,False
IL,151.0,408,No,No,0,175.3,106.0,144.3,87.0,160.2,88,11.8,5.0,0.0,False
CO,60.0,408,No,No,0,125.1,99.0,248.8,62.0,211.3,79,11.2,3.0,3.0,False
MA,42.0,408,No,No,0,241.2,134.0,116.5,114.0,152.2,91,10.6,4.0,0.0,False
IN,84.0,408,No,No,0,217.1,99.0,236.0,68.0,118.3,120,9.4,4.0,1.0,False
NY,65.0,510,No,No,0,195.4,110.0,181.2,109.0,178.5,105,8.9,4.0,0.0,False
TX,75.0,415,Yes,No,0,222.4,78.0,327.0,111.0,208.0,104,8.7,9.0,1.0,True
NE,189.0,415,No,Yes,38,256.7,98.0,150.5,120.0,123.0,87,11.4,3.0,3.0,False
CO,63.0,415,No,Yes,32,34.64999999999996,113.0,187.0,113.0,230.8,101,8.6,7.0,1.0,False
SC,108.0,510,No,No,0,187.4,101.0,199.9,126.0,216.1,107,12.6,8.0,1.0,False
CO,71.0,415,No,No,0,277.5,104.0,131.8,121.0,126.9,101,8.2,2.0,1.0,False
MS,137.0,510,No,No,0,147.2,119.0,192.8,91.0,172.7,105,10.2,4.0,1.0,False
NE,82.0,408,No,No,0,185.8,46.5,276.5,134.0,192.1,104,5.7,7.0,3.5,False
MT,96.0,415,No,No,0,97.6,98.0,105.5,118.0,220.2,105,11.6,9.0,1.0,False
NH,37.0,415,No,No,0,206.0,89.0,186.0,88.0,307.1,86,8.4,10.5,0.0,False
IA,98.0,415,No,No,0,216.8,86.0,190.8,114.0,187.5,79,11.0,9.0,0.0,False
WV,121.0,415,No,No,0,103.3,110.0,129.1,82.0,167.1,113,10.7,3.0,0.0,False
RI,94.0,415,No,No,0,139.4,95.0,159.1,92.0,128.2,129,7.7,3.0,0.0,False
KS,99.0,415,No,No,0,191.2,110.0,163.9,102.0,243.6,114,14.1,3.0,1.0,False
MT,163.0,510,No,Yes,23,160.0,104.0,189.4,64.0,229.9,118,10.4,7.0,1.0,False
MO,161.0,510,No,No,0,221.7,95.0,193.0,82.0,194.1,113,6.5,4.0,3.0,False
HI,99.0,415,No,No,0,62.9,81.0,231.0,64.0,168.9,121,8.5,5.0,1.0,False
CO,108.0,415,No,No,0,215.6,78.0,195.3,119.0,194.4,65,3.6,5.0,1.0,False
CT,84.0,510,No,Yes,42,165.3,97.0,223.5,118.0,260.8,72,7.6,7.0,3.0,False
DC,139.0,510,No,No,0,203.2,81.0,152.5,99.0,197.8,76,9.7,3.0,2.0,False
TN,69.0,510,No,No,0,195.3,70.0,216.7,108.0,259.9,119,12.5,4.0,3.0,False
WY,129.0,510,No,No,0,143.7,114.0,297.8,98.0,212.6,86,11.4,8.0,3.5,False
MO,106.0,415,No,No,0,114.4,104.0,78.3,101.0,232.7,78,3.1000000000000005,0.0,2.0,False
SD,168.0,415,No,Yes,22,175.9,70.0,211.7,105.0,174.5,81,7.3,5.0,2.0,False
GA,57.0,408,Yes,Yes,30,234.5,130.0,195.2,116.0,268.8,94,11.4,4.0,2.0,False
AZ,67.0,415,No,No,0,210.7,116.0,219.2,86.0,179.7,83,7.2,6.0,1.0,False
AK,127.0,408,No,No,0,182.3,124.0,169.9,110.0,184.0,116,9.3,3.0,1.0,False
AK,78.0,510,No,No,0,190.3,88.0,194.5,89.0,256.5,109,11.7,5.0,2.0,False
CT,100.0,415,No,Yes,38,177.1,88.0,163.7,108.0,242.7,72,7.4,2.0,0.0,False
KY,113.0,415,No,No,0,215.6,96.0,193.4,127.0,105.4,115,13.5,3.0,1.0,False
MI,78.0,510,No,No,0,137.4,109.0,237.6,49.0,206.7,136,14.0,10.5,3.0,False
OR,129.0,510,No,Yes,36,192.8,103.0,177.0,83.0,216.5,118,16.4,5.0,1.0,False
TN,57.0,510,No,No,0,149.3,100.0,200.2,110.0,231.7,101,11.9,3.0,2.0,False
WV,82.0,408,No,No,0,143.7,116.0,170.7,99.0,287.7,95,7.8,5.0,1.0,False
WY,94.0,510,No,No,0,271.2,105.0,202.6,105.0,221.6,51,11.5,3.0,3.0,True
WY,90.0,415,No,No,0,207.2,121.0,292.5,104.0,226.3,103,8.0,1.0,2.0,False
IN,48.0,510,No,No,0,300.4,94.0,133.2,103.0,197.4,94,7.2,5.0,2.0,False
NM,85.0,408,No,Yes,37,229.6,123.0,132.3,90.0,211.9,76,9.5,8.0,2.0,False
NJ,93.0,415,Yes,Yes,20,187.5,110.0,169.8,94.0,175.3,127,12.1,4.0,1.0,False
DC,169.0,415,Yes,No,0,57.1,98.0,199.7,78.0,274.7,103,6.5,6.0,3.0,False
UT,68.0,415,No,No,0,162.1,86.0,155.0,86.0,189.7,87,11.0,9.0,3.5,True
KY,91.0,415,Yes,No,0,145.0,89.0,175.8,102.0,223.7,151,16.7,3.0,2.0,True
KS,68.0,510,No,No,0,159.5,123.0,240.8,93.0,210.3,76,11.4,3.0,1.0,False
MI,101.0,510,No,No,0,190.7,72.0,208.6,103.0,203.8,111,8.8,8.0,1.0,False
UT,67.0,510,No,Yes,20,230.6,46.5,189.1,58.0,162.2,115,9.4,2.0,1.0,False
NE,66.0,415,No,No,0,34.64999999999996,133.0,278.6,61.0,129.6,120,11.5,3.0,0.0,False
FL,116.0,415,No,Yes,17,193.4,112.0,240.6,131.0,248.1,98,11.4,3.0,3.5,False
LA,158.0,408,No,No,0,202.0,126.0,163.5,86.0,195.4,84,10.4,6.0,1.0,False
MT,78.0,415,No,No,0,191.7,122.0,241.4,88.0,203.5,86,9.1,5.0,1.0,False
WA,119.0,415,No,Yes,26,161.3,97.0,250.3,110.0,142.4,92,6.6,8.0,1.0,False
MI,120.0,415,No,No,0,150.6,85.0,119.0,128.0,232.9,123,6.4,2.0,1.0,False
KY,155.0,510,No,No,0,184.6,102.0,196.0,117.0,226.5,122,7.8,1.0,1.0,False
LA,106.0,408,No,No,0,220.7,120.0,270.2,95.0,121.6,113,8.7,5.0,1.0,False
AL,146.0,415,No,Yes,32,154.0,80.0,185.5,91.0,148.2,107,8.2,4.0,3.0,False
MO,101.0,415,No,Yes,29,121.1,116.0,186.4,100.0,241.7,75,10.1,6.0,0.0,False
CO,22.0,510,No,Yes,23,182.1,94.0,164.6,59.0,128.8,102,12.7,4.0,3.0,False
NY,41.0,415,No,No,0,209.9,105.0,121.9,105.0,253.7,104,9.6,4.0,1.0,False
OR,69.0,415,No,No,0,167.5,76.0,242.1,92.0,101.2,103,11.4,4.0,2.0,False
WY,33.0,415,No,No,0,213.9,88.0,239.8,119.0,148.7,71,9.8,10.5,2.0,False
UT,112.0,415,No,No,0,115.8,108.0,243.3,111.0,184.6,78,13.1,5.0,1.0,False
NV,136.0,415,No,Yes,21,179.4,88.0,181.1,97.0,320.7,120,9.5,4.0,2.0,False
NC,128.0,510,No,No,0,187.3,84.0,270.8,95.0,206.4,68,10.1,5.0,1.0,False
NC,27.0,408,No,No,0,201.2,128.0,227.2,100.0,145.8,91,8.4,3.0,2.0,False
WY,161.0,415,Yes,No,0,189.6,78.0,267.4,117.0,184.5,137,3.1000000000000005,6.0,1.0,False
FL,120.0,415,No,Yes,31,153.5,83.0,219.1,96.0,237.4,76,11.4,4.0,0.0,False
CA,113.0,415,No,No,0,187.6,97.0,208.2,118.0,158.9,101,8.7,6.0,2.0,False
PA,122.0,415,Yes,No,0,230.9,132.0,243.2,99.0,182.4,57,11.0,2.0,0.0,True
WV,148.0,415,No,Yes,26,244.9,150.0,118.0,138.0,236.0,91,15.2,4.0,2.0,False
NJ,74.0,415,No,No,0,230.9,93.0,223.0,78.0,157.8,101,9.7,2.0,3.0,False
MT,106.0,415,No,No,0,187.1,104.0,250.2,117.0,144.9,81,11.0,3.0,1.0,False
MN,179.0,415,No,No,0,170.7,54.0,191.1,108.0,214.6,107,13.3,4.0,1.0,False
ID,77.0,510,No,No,0,189.5,112.0,207.0,95.0,214.1,91,9.2,7.0,0.0,False
MA,127.0,408,Yes,No,0,176.9,110.0,167.9,100.0,182.2,138,7.7,2.0,1.0,True
OR,80.0,415,No,No,0,161.1,99.0,198.8,81.0,228.4,116,10.6,4.0,1.0,False
AL,61.0,415,No,Yes,20,254.4,133.0,161.7,96.0,251.4,91,10.5,4.0,0.0,False
ND,135.0,510,Yes,Yes,24,127.7,54.0,215.0,105.0,234.3,84,5.8,4.0,2.0,False
LA,115.0,415,No,Yes,26,170.5,107.0,217.2,77.0,225.7,71,13.6,5.0,3.5,False
MS,107.0,510,Yes,No,0,273.5,104.0,183.8,68.0,153.8,67,11.0,9.0,2.0,False
WV,112.0,415,Yes,No,0,161.9,138.0,200.9,114.0,134.0,134,10.7,4.0,1.0,False
KS,103.0,408,Yes,No,0,62.8,124.0,170.4,66.0,280.2,78,9.4,4.0,3.0,False
PA,69.0,415,No,No,0,228.2,70.0,263.7,80.0,142.6,60,10.7,5.0,3.0,False
SD,85.0,408,No,No,0,209.8,82.0,194.5,94.0,200.4,85,11.3,3.0,0.0,False
NJ,24.0,408,No,No,0,265.6,86.0,208.8,102.0,182.5,105,11.1,6.0,2.0,True
AL,90.0,415,No,No,0,214.9,97.0,117.8,117.0,133.7,78,11.8,2.0,2.0,False
ME,137.0,510,No,No,0,110.5,79.0,223.2,111.0,169.5,64,10.5,3.0,3.0,False
NV,69.0,510,Yes,Yes,33,271.5,98.0,253.4,102.0,165.4,85,8.2,2.0,1.0,True
WI,45.0,408,No,No,0,112.8,108.0,218.8,120.0,240.2,106,9.0,3.0,2.0,False
HI,73.0,408,No,No,0,187.3,118.0,239.7,90.0,167.5,108,15.1,2.0,1.0,False
DE,92.0,415,No,No,0,197.0,84.0,269.3,105.0,158.9,105,10.8,4.0,1.0,False
AZ,113.0,415,No,Yes,32,180.4,89.0,129.4,124.0,166.9,124,8.4,2.0,1.0,False
GA,135.0,415,No,Yes,22,197.1,113.0,259.4,95.0,134.7,135,14.6,5.0,2.0,False
AZ,100.0,415,No,Yes,26,153.7,115.0,137.8,146.0,213.5,104,15.9,5.0,1.0,False
MN,96.0,415,No,Yes,27,261.3,96.0,220.9,101.0,179.4,97,11.3,2.0,1.0,False
ME,108.0,510,No,No,0,246.2,102.0,202.4,134.0,180.1,95,9.4,5.0,1.0,False
FL,84.0,510,No,No,0,191.0,88.0,318.8,119.0,247.3,79,6.5,4.0,0.0,False
WA,134.0,408,No,No,0,208.3,86.0,253.6,89.0,291.0,86,12.6,3.0,1.0,False
MT,72.0,415,No,No,0,253.0,73.0,219.3,78.0,210.8,89,9.8,4.0,0.0,False
AL,83.0,408,No,No,0,202.3,87.0,201.5,111.0,101.7,82,6.8,4.0,0.0,False
WV,137.0,408,No,No,0,174.4,120.0,156.3,98.0,136.5,121,10.2,5.0,0.0,False
GA,56.0,415,No,Yes,30,127.1,89.0,172.1,116.0,194.6,111,12.1,3.0,1.0,False
OH,61.0,510,Yes,Yes,16,143.5,76.0,242.6,58.0,147.7,95,11.3,3.0,0.0,False
DE,171.0,510,No,Yes,17,186.9,94.0,240.0,138.0,200.9,64,5.8,3.0,1.0,False
FL,58.0,510,No,No,0,234.8,89.0,106.8,131.0,178.5,122,9.9,6.0,0.0,False
AK,156.0,510,No,No,0,123.7,96.0,103.0,80.0,189.4,82,13.1,4.0,1.0,False
WI,166.0,510,No,No,0,173.9,103.0,276.4,83.0,190.8,113,15.3,5.0,0.0,False
KY,75.0,415,No,No,0,314.6,102.0,169.8,86.0,285.1,100,5.7,3.0,2.0,True
OH,83.0,510,No,No,0,227.9,78.0,207.5,115.0,211.7,100,12.1,5.0,1.0,False
UT,206.5,510,No,No,0,95.5,92.0,163.7,63.0,264.2,118,6.6,6.0,2.0,False
MN,150.0,415,No,No,0,146.3,133.0,202.7,95.0,234.7,103,13.1,3.0,1.0,False
WV,92.0,510,No,Yes,16,184.0,99.0,76.4,134.0,185.1,96,12.7,3.0,2.0,False
MN,80.0,415,No,No,0,105.8,110.0,63.54999999999997,88.0,189.6,87,13.1,5.0,0.0,False
AL,134.0,415,No,No,0,178.0,110.0,153.8,64.0,236.6,105,11.7,4.0,1.0,False
PA,77.0,510,No,Yes,24,149.4,74.0,123.9,72.0,174.3,84,10.1,6.0,1.0,False
DE,147.0,510,No,No,0,209.4,104.0,132.5,78.0,149.4,123,11.3,3.0,2.0,False
MO,74.0,415,No,No,0,172.1,105.0,211.7,99.0,182.2,105,11.6,6.0,1.0,False
IL,138.0,510,Yes,No,0,169.3,82.0,217.9,147.0,184.2,77,9.4,9.0,1.0,False
HI,64.0,415,No,No,0,194.2,147.0,173.4,87.0,268.7,114,5.5,2.0,2.0,False
ME,120.0,510,No,No,0,198.8,56.0,230.1,73.0,119.8,81,9.9,3.0,2.0,False
CO,121.0,408,Yes,No,0,167.7,94.0,93.7,121.0,241.3,115,13.4,1.0,3.0,True
NH,88.0,415,No,No,0,202.2,86.0,216.8,93.0,239.4,99,11.8,2.0,2.0,False
FL,104.0,415,No,No,0,76.4,116.0,115.6,74.0,226.3,94,9.4,3.0,3.0,False
GA,27.0,510,No,No,0,72.7,75.0,208.6,117.0,65.8,71,9.9,3.0,1.0,False
IL,81.0,415,No,Yes,31,210.4,100.0,225.5,97.0,168.7,120,9.7,4.0,0.0,False
NC,64.0,510,Yes,Yes,33,127.2,93.0,162.9,104.0,247.4,109,8.1,10.5,0.0,False
VT,107.0,510,No,Yes,28,201.8,79.0,304.9,128.0,225.6,133,11.9,8.0,1.0,False
DC,88.0,415,No,Yes,17,219.5,78.0,222.1,94.0,188.3,92,16.1,5.0,1.0,False
VT,111.0,408,No,No,0,99.3,112.0,270.5,136.0,225.3,94,9.0,6.0,3.0,False
NV,77.0,415,No,No,0,239.2,114.0,150.0,115.0,160.8,81,10.3,2.0,3.5,False
OR,67.0,415,Yes,No,0,120.9,58.0,235.0,88.0,95.1,130,11.4,10.5,2.0,False
AL,102.0,408,No,No,0,224.7,81.0,129.4,112.0,167.6,109,15.8,6.0,1.0,False
ND,146.0,408,No,Yes,19,176.6,88.0,162.7,66.0,215.5,98,14.6,6.0,1.0,False
NE,96.0,415,No,No,0,180.6,92.0,190.9,114.0,295.6,125,10.3,4.0,1.0,True
ME,149.0,408,No,No,0,237.6,79.0,192.4,107.0,207.4,111,9.1,9.0,0.0,False
IL,129.0,415,No,No,0,198.4,91.0,264.7,106.0,111.4,101,9.2,2.0,2.0,False
WA,166.0,408,No,No,0,274.3,110.0,63.54999999999997,109.0,246.1,119,10.9,5.0,0.0,False
KS,149.0,510,No,No,0,217.7,91.0,273.5,74.0,226.9,99,9.6,3.0,3.0,False
RI,70.0,415,No,No,0,134.7,96.0,235.9,90.0,260.2,113,7.6,6.0,3.0,False
IA,66.0,510,No,No,0,256.3,135.0,180.2,106.0,187.3,135,6.2,7.0,2.0,False
NV,160.0,415,No,No,0,176.2,90.0,196.0,115.0,263.9,95,9.2,4.0,1.0,False
WI,129.0,415,No,Yes,37,205.0,94.0,165.4,103.0,185.0,81,11.7,8.0,1.0,False
AL,93.0,408,No,No,0,267.9,114.0,223.0,74.0,262.7,90,11.3,3.0,3.0,True
HI,169.0,415,No,No,0,179.2,111.0,175.2,130.0,228.6,92,9.9,6.0,2.0,False
MO,58.0,415,No,No,0,149.4,145.0,196.5,105.0,209.5,108,14.9,3.0,1.0,False
MO,45.0,408,No,No,0,207.6,71.0,152.7,94.0,217.8,125,12.4,10.5,1.0,False
CT,155.0,510,No,No,0,165.4,108.0,183.7,103.0,80.2,108,8.9,4.0,3.0,False
MD,52.0,415,No,No,0,209.8,114.0,171.3,82.0,154.6,119,9.9,9.0,3.5,False
OH,119.0,415,No,Yes,27,220.1,128.0,268.2,133.0,146.5,80,11.1,3.0,0.0,False
NV,86.0,510,No,No,0,141.3,72.0,154.3,95.0,210.6,91,8.2,5.0,1.0,False
MD,42.0,408,No,No,0,196.5,89.0,241.3,123.0,143.2,105,4.0,7.0,0.0,False
OH,123.0,408,No,No,0,105.0,150.0,251.6,90.0,258.0,93,14.9,5.0,0.0,False
MA,98.0,510,No,No,0,271.4,119.0,190.4,102.0,284.7,118,11.1,6.0,3.5,True
OK,149.0,510,No,Yes,43,206.7,79.0,174.6,122.0,241.5,80,10.9,3.0,1.0,False
MA,160.0,408,No,No,0,166.8,109.0,236.0,117.0,307.6,77,9.3,1.0,1.0,False
WA,103.0,415,No,No,0,204.9,107.0,135.2,102.0,208.2,106,10.4,3.0,3.5,False
HI,132.0,415,No,Yes,15,154.6,128.0,245.6,106.0,148.6,90,9.1,4.0,1.0,False
CO,137.0,415,No,No,0,127.0,107.0,323.2,75.0,143.9,127,7.5,2.0,1.0,False
FL,129.0,415,Yes,No,0,267.4,78.0,204.2,85.0,111.7,146,5.9,4.0,1.0,False
WI,62.0,415,No,No,0,281.0,66.0,160.6,108.0,77.9,74,3.1000000000000005,0.0,1.0,False
WY,32.0,408,No,No,0,171.2,82.0,185.6,102.0,203.3,64,10.2,7.0,1.0,False
GA,86.0,510,No,No,0,124.1,82.0,202.6,120.0,289.6,119,6.7,8.0,3.0,False
FL,130.0,415,No,No,0,162.8,113.0,290.3,111.0,114.9,140,7.2,3.0,1.0,False
WY,42.0,408,No,No,0,146.3,84.0,255.9,113.0,64.54999999999998,117,8.0,10.5,1.0,False
DE,73.0,415,No,No,0,254.8,85.0,143.4,80.0,153.9,102,15.0,7.0,2.0,False
ME,66.0,408,No,Yes,26,254.9,108.0,243.2,135.0,190.8,95,5.4,3.0,2.0,False
DC,103.0,510,No,Yes,31,107.7,124.0,188.9,104.0,196.2,98,8.9,3.0,0.0,False
IA,128.0,408,No,No,0,158.8,75.0,264.8,91.0,270.0,77,7.6,7.0,1.0,False
CO,104.0,415,No,No,0,182.9,113.0,239.6,85.0,229.8,104,5.5,4.0,2.0,False
MN,103.0,415,No,No,0,198.5,112.0,63.54999999999997,90.0,179.2,124,12.4,5.0,0.0,False
AZ,87.0,510,No,No,0,110.9,91.0,158.5,115.0,207.5,131,6.2,5.0,1.0,False
LA,109.0,415,No,Yes,27,166.9,85.0,221.2,92.0,197.3,97,12.3,4.0,1.0,True
ME,97.0,510,No,No,0,120.8,96.0,169.8,101.0,194.1,63,11.9,3.0,3.5,True
MD,106.0,415,No,No,0,165.3,118.0,210.0,101.0,187.2,93,8.5,3.0,2.0,False
VT,125.0,415,No,No,0,126.7,113.0,155.5,131.0,206.2,112,14.4,7.0,2.0,False
DC,108.0,408,No,Yes,35,215.9,106.0,200.6,107.0,195.4,107,15.5,7.0,0.0,False
WY,125.0,415,No,No,0,140.1,132.0,209.6,126.0,264.1,77,8.0,2.0,1.0,False
VA,72.0,510,Yes,Yes,29,139.8,114.0,138.2,91.0,221.0,88,5.5,6.0,0.0,False
CT,23.0,510,No,No,0,321.6,107.0,251.6,115.0,141.1,152,11.3,3.0,2.0,True
HI,149.0,510,No,No,0,166.6,61.0,218.8,107.0,208.3,131,8.2,6.0,3.5,False
WI,73.0,415,No,No,0,214.2,90.0,196.8,78.0,157.9,112,5.9,8.0,0.0,False
MD,61.0,415,No,No,0,260.0,123.0,210.5,127.0,234.7,70,9.0,3.0,1.0,True
WV,161.0,415,No,No,0,191.9,113.0,70.9,87.0,204.8,107,13.4,4.0,3.5,True
UT,118.0,415,No,Yes,24,118.1,83.0,109.6,72.0,245.5,73,16.9,2.0,1.0,False
CO,23.0,408,No,No,0,190.2,89.0,166.4,108.0,219.8,73,15.0,4.0,3.5,False
NC,127.0,415,No,Yes,25,82.2,95.0,163.3,109.0,264.9,104,5.1,6.0,0.0,False
NJ,42.0,415,No,Yes,32,163.8,80.0,177.8,123.0,190.4,106,8.1,5.0,0.0,False
AR,118.0,415,No,No,0,267.8,145.0,316.4,121.0,208.6,91,14.4,10.5,3.5,True
IA,45.0,510,No,No,0,159.8,91.0,120.4,86.0,163.0,93,10.6,3.0,2.0,False
GA,50.0,408,No,Yes,24,214.3,129.0,289.8,55.0,312.5,130,10.6,4.0,1.0,False
MO,179.0,510,No,No,0,287.3,123.0,288.0,114.0,266.0,112,10.5,4.0,0.0,True
MO,152.0,408,No,No,0,101.2,122.0,141.6,87.0,198.5,124,7.5,3.0,2.0,False
WY,105.0,415,No,No,0,102.8,74.0,281.7,125.0,228.1,113,13.2,5.0,2.0,False
HI,72.0,415,No,No,0,109.1,97.0,115.7,96.0,295.8,84,8.3,6.0,0.0,False
PA,52.0,408,No,No,0,215.9,67.0,217.0,108.0,337.75,130,5.2,2.0,1.0,False
TX,125.0,415,No,No,0,203.4,110.0,128.7,97.0,190.5,113,11.0,4.0,1.0,False
VA,143.0,510,No,No,0,110.1,113.0,169.0,59.0,166.7,94,9.2,2.0,1.0,False
RI,65.0,415,No,No,0,111.0,51.0,219.8,84.0,202.0,89,4.4,10.5,1.0,False
WI,80.0,415,No,No,0,239.9,121.0,142.3,51.0,337.75,106,9.3,5.0,1.0,False
NC,43.0,415,No,No,0,84.2,134.0,80.8,103.0,196.1,79,10.8,2.0,1.0,False
NV,143.0,415,No,No,0,209.1,127.0,106.1,80.0,179.6,90,14.0,6.0,0.0,False
UT,81.0,415,No,Yes,24,130.1,117.0,196.0,61.0,139.3,123,11.4,5.0,0.0,False
ME,205.0,510,No,Yes,24,175.8,139.0,155.0,98.0,180.7,64,7.8,5.0,2.0,False
HI,24.0,415,No,No,0,241.9,104.0,145.2,112.0,214.5,105,6.6,5.0,1.0,False
